A,B,DIST,FACTYPE,LINKGRP,CSPEEDAM,CSPEEDMD,CSPEEDPM,CSPEEDNT,NOTE
300437.0,103157.0,0.17384360613394687,65,22,15,15,15,15,BUS
300437.0,300438.0,0.20802764229209952,65,22,15,15,15,15,BUS
300438.0,300437.0,0.2080276422920995,65,22,15,15,15,15,BUS
300438.0,300439.0,0.18456236994976202,65,22,15,15,15,15,BUS
300439.0,300438.0,0.18456236994976202,65,22,15,15,15,15,BUS
300439.0,300440.0,0.13225995911666422,65,22,15,15,15,15,BUS
300440.0,300439.0,0.1322599591166642,65,22,15,15,15,15,BUS
300441.0,106809.0,0.08075788565481365,65,22,15,15,15,15,BUS
106809.0,300441.0,0.08075788565481365,65,22,15,15,15,15,BUS
102469.0,300442.0,0.2006965279458753,65,22,15,15,15,15,BUS
300442.0,102469.0,0.20069652794587536,65,22,15,15,15,15,BUS
300442.0,102002.0,0.1806068621142908,65,22,15,15,15,15,BUS
102002.0,300442.0,0.1806068621142908,65,22,15,15,15,15,BUS
102254.0,300443.0,0.264308968744217,65,22,15,15,15,15,BUS
300443.0,102254.0,0.26430896874421717,65,22,15,15,15,15,BUS
300443.0,300444.0,0.4572448139290782,65,22,15,15,15,15,BUS
300444.0,300443.0,0.45724481392907845,65,22,15,15,15,15,BUS
300444.0,300445.0,0.14843140539328697,65,22,15,15,15,15,BUS
300445.0,300444.0,0.148431405393287,65,22,15,15,15,15,BUS
